isUsingController,shooter_velocity,shooter_power,time,intake_current,shooter_current,shooter2_current,battery_voltage,shooter_target
false,2180.00,0.92,279.02,2.29,0.15,1.00,11.32,2000.000000
false,2180.00,0.92,279.05,1.85,0.15,1.06,11.34,2000.000000
false,2200.00,0.92,279.09,1.87,0.15,1.03,11.38,2000.000000
false,2200.00,0.92,279.13,1.73,0.16,1.04,11.28,2000.000000
false,2180.00,0.92,279.16,2.17,0.14,1.00,11.31,2000.000000
false,2180.00,0.92,279.20,1.56,0.16,1.12,11.45,2000.000000
false,2120.00,0.92,279.24,1.06,0.36,1.45,11.44,2000.000000
false,2060.00,0.92,279.28,0.78,0.42,1.48,11.47,2000.000000
false,2040.00,0.92,279.33,0.66,0.69,1.47,11.48,2000.000000
false,2060.00,0.92,279.37,0.62,0.78,1.49,11.45,2000.000000
false,2080.00,0.92,279.41,0.58,0.84,1.47,11.45,2000.000000
false,2060.00,0.92,279.45,0.56,0.90,1.46,11.43,2000.000000
false,2080.00,0.92,279.50,0.55,0.94,1.42,11.38,2000.000000
false,2060.00,0.92,279.54,0.47,1.01,1.42,11.36,2000.000000
false,2060.00,0.92,279.58,0.50,1.07,1.39,11.35,2000.000000
false,2080.00,0.92,279.61,0.61,1.06,1.39,11.35,2000.000000
false,2060.00,0.92,279.64,0.49,1.09,1.38,11.42,2000.000000
false,2080.00,0.92,279.67,0.59,1.08,1.37,11.41,2000.000000
false,2080.00,0.92,279.71,0.52,1.13,1.35,11.36,2000.000000
false,2080.00,0.92,279.74,0.54,1.23,1.32,11.35,2000.000000
false,2100.00,0.92,279.79,0.58,1.28,1.30,11.32,2000.000000
false,2100.00,0.92,279.82,0.51,1.29,1.30,11.35,2000.000000
false,2100.00,0.92,279.86,0.55,1.26,1.30,11.34,2000.000000
false,2080.00,0.92,279.90,0.62,1.26,1.28,11.35,2000.000000
false,2100.00,0.92,279.94,0.52,1.24,1.28,11.36,2000.000000
false,2100.00,0.92,279.97,0.56,1.25,1.28,11.35,2000.000000
false,2120.00,0.92,280.00,0.51,1.40,1.26,11.31,2000.000000
false,2120.00,0.92,280.04,0.55,1.39,1.24,11.36,2000.000000
false,2120.00,0.92,280.08,0.48,1.38,1.24,11.32,2000.000000
false,2120.00,0.92,280.11,0.49,1.37,1.24,11.36,2000.000000
false,2120.00,0.92,280.15,0.58,1.34,1.22,11.37,2000.000000
false,2120.00,0.92,280.18,0.52,1.36,1.22,11.34,2000.000000
false,2120.00,0.92,280.22,0.52,1.37,1.20,11.35,2000.000000
false,2120.00,0.92,280.26,0.57,1.34,1.20,11.34,2000.000000
false,2140.00,0.92,280.30,0.53,1.47,1.17,11.31,2000.000000
false,2140.00,0.92,280.33,0.54,1.45,1.16,11.38,2000.000000
false,2160.00,0.92,280.37,0.59,1.32,1.17,11.35,2000.000000
false,2140.00,0.92,280.40,0.48,1.44,1.15,11.37,2000.000000
false,2140.00,0.92,280.44,0.53,1.34,1.15,11.35,2000.000000
false,2140.00,0.92,280.49,0.55,1.32,1.12,11.33,2000.000000
false,2160.00,0.92,280.52,0.51,1.39,1.11,11.35,2000.000000
false,2140.00,0.92,280.55,0.51,1.29,1.11,11.32,2000.000000
false,2160.00,0.92,280.59,0.50,1.28,1.10,11.39,2000.000000
false,2160.00,0.92,280.62,0.58,1.24,1.10,11.38,2000.000000
false,2160.00,0.92,280.66,0.55,1.26,1.11,11.35,2000.000000
false,2160.00,0.92,280.69,0.53,1.27,1.09,11.41,2000.000000
false,2160.00,0.92,280.73,0.54,1.21,1.09,11.38,2000.000000
false,2180.00,0.92,280.76,0.56,1.22,1.07,11.39,2000.000000
false,2160.00,0.92,280.80,0.59,1.21,1.07,11.38,2000.000000
false,2160.00,0.92,280.84,0.51,1.24,1.08,11.36,2000.000000
false,2180.00,0.92,280.88,0.53,1.20,1.06,11.40,2000.000000
false,2180.00,0.92,280.91,0.54,1.19,1.06,11.35,2000.000000
false,2180.00,0.92,280.95,0.49,1.25,1.04,11.41,2000.000000
false,2180.00,0.92,280.99,0.53,1.18,1.04,11.39,2000.000000
false,2200.00,0.92,281.03,0.59,1.24,1.03,11.42,2000.000000
false,2200.00,0.92,281.08,0.54,1.24,1.03,11.39,2000.000000
false,2200.00,0.92,281.12,0.55,1.20,1.04,11.40,2000.000000
false,2180.00,0.92,281.16,0.54,1.21,1.03,11.45,2000.000000
false,2180.00,0.92,281.19,0.55,1.12,1.04,11.42,2000.000000
false,2180.00,0.92,281.23,0.53,1.12,1.04,11.45,2000.000000
false,2200.00,0.92,281.26,0.58,1.09,1.04,11.48,2000.000000
false,2200.00,0.92,281.30,0.51,1.06,1.05,11.47,2000.000000
false,2200.00,0.92,281.34,0.56,1.05,1.04,11.48,2000.000000
false,2200.00,0.92,281.37,0.52,1.03,1.05,11.39,2000.000000
false,2200.00,0.92,281.41,0.49,1.08,1.04,11.48,2000.000000
false,2200.00,0.92,281.46,0.54,1.06,1.01,11.46,2000.000000
false,2220.00,0.92,281.50,0.54,0.91,1.03,11.48,2000.000000
false,2220.00,0.92,281.54,0.52,0.86,1.05,11.47,2000.000000
false,2220.00,0.92,281.57,0.57,0.79,1.02,11.50,2000.000000
false,2200.00,0.92,281.61,0.54,0.82,1.03,11.49,2000.000000
false,2200.00,0.92,281.64,0.56,0.78,1.02,11.50,2000.000000
false,2200.00,0.92,281.68,0.64,0.74,1.02,11.52,2000.000000
false,2200.00,0.92,281.72,0.48,0.74,1.04,11.49,2000.000000
false,2220.00,0.92,281.76,0.56,0.74,1.04,11.51,2000.000000
false,2200.00,0.92,281.80,0.61,0.72,1.03,11.52,2000.000000
false,2220.00,0.92,281.84,0.50,0.74,1.03,11.46,2000.000000
false,2220.00,0.92,281.88,0.50,0.77,1.05,11.51,2000.000000
false,2220.00,0.92,281.92,0.61,0.59,1.05,11.55,2000.000000
false,2220.00,0.92,281.95,0.54,0.52,1.06,11.55,2000.000000
false,2220.00,0.92,281.99,0.54,0.57,1.06,11.54,2000.000000
false,2220.00,0.92,282.03,0.58,0.62,1.03,11.54,2000.000000
false,2220.00,0.92,282.07,0.55,0.51,1.07,11.58,2000.000000
false,2220.00,0.92,282.10,0.56,0.48,1.08,11.58,2000.000000
false,2200.00,0.92,282.14,0.55,0.50,1.09,11.55,2000.000000
false,2220.00,0.92,282.18,0.52,0.50,1.12,11.58,2000.000000
false,2200.00,0.92,282.22,0.54,0.38,1.10,11.61,2000.000000
false,2220.00,0.92,282.26,0.54,0.48,1.08,11.54,2000.000000
false,2220.00,0.92,282.30,0.50,0.41,1.10,11.61,2000.000000
false,2200.00,0.92,282.35,0.55,0.36,1.10,11.61,2000.000000
false,2220.00,0.92,282.38,0.58,0.38,1.10,11.61,2000.000000
false,2200.00,0.92,282.43,0.58,0.37,1.10,11.58,2000.000000
false,2220.00,0.92,282.47,0.50,0.37,1.10,11.60,2000.000000
false,2200.00,0.92,282.50,0.56,0.31,1.09,11.61,2000.000000
false,2200.00,0.92,282.54,0.52,0.32,1.12,11.58,2000.000000
false,2200.00,0.92,282.57,0.52,0.36,1.09,11.60,2000.000000
false,2200.00,0.92,282.61,0.51,0.29,1.10,11.59,2000.000000
false,2220.00,0.92,282.64,0.57,0.27,1.10,11.62,2000.000000
false,2220.00,0.92,282.68,0.57,0.27,1.10,11.60,2000.000000
false,2180.00,0.92,282.72,0.51,0.21,1.13,11.58,2000.000000
false,2200.00,0.92,282.75,0.51,0.25,1.12,11.62,2000.000000
false,2220.00,0.92,282.79,0.60,0.24,1.10,11.61,2000.000000
false,2200.00,0.92,282.83,0.57,0.21,1.12,11.60,2000.000000
false,2200.00,0.92,282.88,0.56,0.21,1.12,11.62,2000.000000
false,2180.00,0.92,282.92,0.55,0.22,1.13,11.60,2000.000000
false,2180.00,0.92,282.96,0.56,0.21,1.13,11.59,2000.000000
false,2200.00,0.92,282.99,0.52,0.21,1.14,11.59,2000.000000
false,2200.00,0.92,283.02,0.58,0.22,1.13,11.63,2000.000000
false,2200.00,0.92,283.06,0.51,0.22,1.14,11.61,2000.000000
false,2200.00,0.92,283.10,0.53,0.22,1.15,11.61,2000.000000
false,2180.00,0.92,283.14,0.61,0.20,1.14,11.64,2000.000000
false,2200.00,0.92,283.18,0.51,0.22,1.17,11.60,2000.000000
false,2180.00,0.92,283.22,0.53,0.18,1.17,11.63,2000.000000
false,2200.00,0.92,283.26,0.56,0.22,1.18,11.63,2000.000000
false,2180.00,0.92,283.30,0.58,0.19,1.18,11.62,2000.000000
false,2180.00,0.92,283.34,0.52,0.17,1.18,11.62,2000.000000
false,2180.00,0.92,283.38,0.58,0.18,1.18,11.60,2000.000000
false,2200.00,0.92,283.41,0.55,0.18,1.19,11.58,2000.000000
false,2180.00,0.92,283.46,0.50,0.18,1.20,11.65,2000.000000
false,2180.00,0.92,283.50,0.55,0.18,1.19,11.63,2000.000000
false,2180.00,0.92,283.54,0.59,0.17,1.18,11.63,2000.000000
